0.3 0.1 137.63933333333327
0.3 0.2 135.31599999999997
0.3 0.3 133.59366666666668
0.3 0.4 139.56933333333336
0.3 0.5 138.54166666666666
0.3 0.6 138.79666666666665
0.3 0.7 143.58266666666665
0.3 0.8 141.60833333333335
0.3 0.9 142.04399999999998
0.3 1.0 140.016
0.35 0.0 140.09433333333337
0.35 0.1 139.3966666666667
0.35 0.2 137.49499999999998
0.35 0.3 137.29066666666668
0.35 0.4 140.58233333333337
0.35 0.5 138.0763333333333
0.35 0.6 136.841
0.35 0.7 142.39700000000002
0.35 0.8 146.33933333333337
0.35 0.9 139.98066666666668
0.35 1.0 144.01699999999997
0.4 0.0 135.59666666666664
0.4 0.1 142.3766666666667
0.4 0.2 136.20600000000002
0.4 0.3 139.145
0.4 0.4 139.50566666666666
0.4 0.5 137.26100000000002
0.4 0.6 142.44466666666668
0.4 0.7 140.18599999999998
0.4 0.8 143.54333333333332
0.4 0.9 141.19699999999997
0.4 1.0 141.63100000000003
0.45 0.0 139.74566666666672
0.45 0.1 140.35200000000003
0.45 0.2 135.90666666666664
0.45 0.3 144.75966666666667
0.45 0.4 136.71166666666664
0.45 0.5 139.39100000000005
0.45 0.6 137.45933333333335
0.45 0.7 138.1626666666666
0.45 0.8 138.861
0.45 0.9 139.9913333333333
0.45 1.0 147.36866666666666
0.5 0.0 140.32800000000006
0.5 0.1 138.93999999999997
0.5 0.2 139.03966666666668
0.5 0.3 134.884
0.5 0.4 142.05366666666666
0.5 0.5 139.8963333333333
0.5 0.6 138.24266666666665
0.5 0.7 138.951
0.5 0.8 146.94799999999998
0.5 0.9 140.5693333333333
0.5 1.0 144.46866666666668
0.55 0.0 136.34733333333332
0.55 0.1 138.98766666666663
0.55 0.2 139.3213333333333
0.55 0.3 137.00633333333334
0.55 0.4 138.85633333333334
0.55 0.5 137.78199999999995
0.55 0.6 138.01699999999997
0.55 0.7 139.74066666666667
0.55 0.8 141.00099999999998
0.55 0.9 142.0133333333333
0.55 1.0 144.257
0.6 0.0 139.66066666666669
0.6 0.1 140.30766666666665
0.6 0.2 142.08833333333342
0.6 0.3 144.1383333333333
0.6 0.4 144.44366666666664
0.6 0.5 139.378
0.6 0.6 139.42533333333336
0.6 0.7 141.86766666666665
0.6 0.8 143.95433333333332
0.6 0.9 142.3276666666667
0.6 1.0 142.275
0.65 0.0 138.35000000000002
0.65 0.1 141.61933333333334
0.65 0.2 139.32466666666664
0.65 0.3 140.22333333333333
0.65 0.4 140.646
0.65 0.5 137.41033333333328
0.65 0.6 143.40433333333334
0.65 0.7 142.68033333333332
0.65 0.8 141.33233333333334
0.65 0.9 144.0863333333333
0.65 1.0 143.89700000000002
0.7 0.0 137.43633333333335
0.7 0.1 141.84266666666664
0.7 0.2 137.37299999999996
0.7 0.3 138.6423333333333
0.7 0.4 144.5293333333333
0.7 0.5 137.59266666666662
0.7 0.6 139.56999999999996
0.7 0.7 139.0703333333333
0.7 0.8 139.88966666666667
0.7 0.9 143.38033333333334
0.7 1.0 140.21266666666668
0.75 0.0 143.39833333333334
0.75 0.1 142.01266666666666
0.75 0.2 135.40733333333336
0.75 0.3 137.6743333333333
0.75 0.4 139.8456666666667
0.75 0.5 136.5586666666667
0.75 0.6 138.80966666666666
0.75 0.7 139.92866666666666
0.75 0.8 142.81733333333335
0.75 0.9 142.2646666666667
0.75 1.0 147.03633333333335
0.8 0.0 137.19733333333332
0.8 0.1 132.05
0.8 0.2 139.18833333333333
0.8 0.3 140.9396666666667
0.8 0.4 141.96
0.8 0.5 139.18566666666666
0.8 0.6 138.62199999999999
0.8 0.7 137.52800000000002
0.8 0.8 138.076
0.8 0.9 148.1796666666667
0.8 1.0 145.41433333333336
0.85 0.0 134.9976666666666
0.85 0.1 136.61166666666668
0.85 0.2 140.133
0.85 0.3 137.38833333333338
0.85 0.4 140.60000000000002
0.85 0.5 140.76266666666666
0.85 0.6 144.0676666666667
0.85 0.7 144.094
0.85 0.8 142.68999999999994
0.85 0.9 144.92033333333336
0.85 1.0 148.5126666666667
0.9 0.0 140.40033333333332
0.9 0.1 134.72133333333338
0.9 0.2 139.175
0.9 0.3 138.78233333333333
0.9 0.4 141.664
0.9 0.5 139.48699999999997
0.9 0.6 138.76400000000004
0.9 0.7 139.13933333333335
0.9 0.8 147.36166666666668
0.9 0.9 138.709
0.9 1.0 146.92733333333337
0.95 0.0 135.85966666666664
0.95 0.1 140.47433333333333
0.95 0.2 137.9323333333333
0.95 0.3 142.69833333333335
0.95 0.4 137.68300000000002
0.95 0.5 138.84166666666667
0.95 0.6 137.99266666666665
0.95 0.7 143.1033333333333
0.95 0.8 147.43666666666667
0.95 0.9 139.516
0.95 1.0 142.69233333333338
1.0 0.0 139.56866666666667
1.0 0.1 146.7003333333333
1.0 0.2 142.32299999999998
1.0 0.3 143.21299999999994
1.0 0.4 144.41133333333332
1.0 0.5 141.1733333333333
1.0 0.6 141.06833333333333
1.0 0.7 139.689
1.0 0.8 143.366
1.0 0.9 140.07766666666666
1.0 1.0 140.60333333333332
